,Age,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Cluster
636,41,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months,1
637,21,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly,1
638,53,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Monthly,3
639,54,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,3
640,53,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly,2
641,47,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months,2
642,64,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly,3
643,18,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months,1
644,68,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly,2
645,62,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15,Venmo,Bi-Weekly,3
646,51,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19,Venmo,Bi-Weekly,0
647,54,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23,Credit Card,Fortnightly,2
648,22,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35,Credit Card,Weekly,0
649,53,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months,2
650,34,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,0
651,32,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,41,Venmo,Fortnightly,1
652,64,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27,Venmo,Weekly,3
653,20,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly,1
654,24,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,23,Venmo,Annually,0
655,20,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Monthly,1
656,42,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,3
657,48,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,6,PayPal,Quarterly,2
658,62,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly,3
659,62,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly,3
660,50,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly,2
661,57,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly,2
662,24,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39,Venmo,Bi-Weekly,1
663,59,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly,2
664,63,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly,2
665,41,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,0
666,35,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly,3
667,34,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,1
668,49,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly,1
669,43,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,2
670,63,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly,3
671,38,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly,0
672,59,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly,3
673,35,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,0
674,48,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually,0
675,64,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually,2
676,28,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly,1
677,60,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Annually,3
678,27,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months,1
679,56,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,2
680,58,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually,3
681,30,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months,0
682,23,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly,0
683,33,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly,1
684,63,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,42,Debit Card,Monthly,2
685,70,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly,2
686,70,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly,3
687,19,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly,1
688,25,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,44,Venmo,Monthly,0
689,19,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months,0
690,25,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45,Bank Transfer,Weekly,0
691,60,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly,3
692,35,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months,2
693,46,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months,3
694,41,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months,3
695,30,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months,1
696,44,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly,3
697,61,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly,2
698,55,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly,3
699,50,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Weekly,1
700,57,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5,PayPal,Monthly,2
701,51,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,2
702,18,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly,1
703,63,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,Yes,21,Venmo,Weekly,2
704,34,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually,1
705,25,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly,0
706,46,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly,0
707,59,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,3
708,37,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly,1
709,49,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,2
710,22,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly,0
711,64,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,3
712,42,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,2
713,37,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly,1
714,26,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly,0
715,33,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly,1
716,30,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly,0
717,21,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months,0
718,22,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually,0
719,63,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly,3
720,33,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly,1
721,43,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months,0
722,27,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly,0
723,35,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PayPal,Monthly,1
724,37,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months,0
725,61,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly,3
726,32,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,1
727,62,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months,2
728,29,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months,1
729,41,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months,1
730,48,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly,3
731,43,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Fortnightly,3
732,34,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,1
733,45,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,3
734,65,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months,2
735,61,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly,3
736,18,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months,1
737,47,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Annually,3
738,56,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,3
739,64,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly,3
740,26,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,1
741,22,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,0
742,64,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly,3
743,21,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,0
744,67,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly,2
745,46,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4,Venmo,Monthly,2
746,40,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually,1
747,51,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly,2
748,35,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly,0
749,56,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly,2
750,25,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually,1
751,65,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly,2
752,39,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months,2
753,47,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly,3
754,36,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly,1
755,66,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly,3
756,62,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly,2
757,41,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly,3
758,66,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months,2
759,51,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly,3
760,33,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually,1
761,57,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly,2
762,45,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly,3
763,61,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly,3
764,55,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,3
765,54,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly,2
766,57,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly,3
767,27,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually,1
768,64,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly,2
769,52,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,2
770,19,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually,1
771,22,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly,1
772,18,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly,0
773,29,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly,1
774,42,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly,1
775,49,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,1
776,49,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8,Venmo,Every 3 Months,0
777,55,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly,3
778,29,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually,1
779,60,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash,Annually,2
780,34,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly,3
781,30,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly,1
782,28,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly,0
783,63,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Fortnightly,2
784,31,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months,1
785,46,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4.0,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly,2
786,70,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months,3
787,53,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly,2
788,50,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly,3
789,33,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,1
790,22,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly,0
791,50,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly,3
792,34,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly,0
793,24,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly,0
794,69,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly,3
795,39,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually,0
796,42,Socks,Clothing,78,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually,2
797,42,Coat,Outerwear,82,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly,2
798,29,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months,0
799,55,Belt,Accessories,55,Nevada,L,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually,3
800,32,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,1
801,25,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,0
802,38,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly,1
803,32,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months,1
804,43,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly,1
805,41,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly,3
806,56,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly,3
807,27,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly,1
808,46,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months,2
809,48,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly,2
810,52,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly,2
811,18,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly,1
812,64,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly,3
813,54,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually,3
814,31,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly,0
815,30,Hat,Accessories,84,West Virginia,L,Teal,Spring,3.0,Yes,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly,1
816,26,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly,0
817,25,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Fortnightly,0
818,59,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly,2
819,55,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly,3
820,56,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly,3
821,62,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly,3
822,35,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually,1
823,51,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly,3
824,61,Blouse,Clothing,94,Georgia,M,White,Spring,3.0,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly,2
825,27,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly,1
826,54,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly,2
827,31,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly,0
828,24,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly,1
829,42,Socks,Clothing,57,Idaho,S,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly,1
830,41,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card,Annually,0
831,66,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,Yes,Express,Yes,Yes,47,Cash,Every 3 Months,2
832,58,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,1
833,43,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Annually,1
